0,10,9,1,10,16,2,13,12,3,20,16,4,15,14,5,3,14,6,19,18,7,1,19,8,9,18,9,10,16,10,5,12,11,17,15,12,5,7,13,20,4,14,1,14,15,8,5,16,1,15,17,5,17,18,12,3,19,20,8,20,3,2,21,20,0,22,12,2,23,5,4,24,19,9,25,9,9,26,3,20,27,15,11,28,18,19,29,15,2,30,2,1,31,1,10,32,7,19,33,16,13,34,6,17,35,18,7,36,14,8,37,17,5,38,9,5,39,9,10,40,10,17,41,5,13,42,1,9,43,13,2,44,7,3,45,8,20,46,4,2,47,1,1,48,16,13,49,18,19,50,7,9,51,12,0,52,16,9,53,3,2,54,13,2,55,10,0,56,3,16,57,20,9,58,10,15,59,20,15,60,15,9,61,18,0,62,5,17,63,14,11,64,12,7,65,20,5,66,11,9,67,12,8,68,8,14,69,19,13,70,2,5,71,9,10,72,10,7,73,14,8,74,17,14,75,1,7,76,16,19,77,18,8,78,14,1,79,18,17,80,1,7,81,10,18,82,7,12,83,4,2,84,8,17,85,12,19,86,10,0,87,2,9,88,16,20,89,20,0,90,1,9,91,12,3,92,10,0,93,8,4,94,17,14,95,14,14,96,8,13,97,10,16,98,3,3,99,17,15,
0,1,7,1,2,6,2,16,17,3,9,17,4,5,2,5,2,4,6,10,14,7,8,5,8,11,7,9,18,17,10,13,9,11,3,2,12,18,20,13,14,18,14,12,15,15,12,3,16,15,10,17,11,18,18,10,19,19,10,5,20,20,6,21,8,8,22,17,6,23,5,11,24,20,12,25,15,1,26,15,1,27,1,14,28,18,2,29,8,19,30,13,13,31,3,6,32,19,0,33,9,8,34,17,5,35,1,4,36,5,10,37,4,14,38,16,11,39,13,10,40,2,2,41,15,17,42,4,16,43,12,15,44,11,12,45,10,8,46,20,17,47,15,12,48,12,9,49,8,18,50,10,0,51,3,8,52,7,7,53,15,16,54,9,11,55,9,13,56,17,9,57,10,17,58,3,20,59,17,10,60,9,10,61,7,19,62,2,16,63,4,5,64,1,10,65,2,15,66,17,2,67,14,8,68,2,12,69,2,18,70,20,7,71,1,20,72,14,19,73,14,15,74,4,4,75,17,14,76,20,7,77,5,4,78,8,20,79,4,11,80,1,6,81,8,3,82,2,0,83,11,20,84,15,17,85,8,1,86,1,8,87,5,18,88,17,1,89,6,14,90,7,2,91,14,17,92,5,1,93,9,7,94,9,1,95,17,19,96,12,3,97,9,12,98,10,8,99,10,18,
0,17,11,1,14,17,2,12,3,3,10,12,4,16,12,5,4,11,6,9,17,7,10,11,8,1,0,9,8,8,10,14,20,11,18,9,12,2,8,13,6,13,14,9,3,15,9,5,16,11,15,17,8,1,18,7,1,19,15,0,20,12,17,21,13,6,22,10,1,23,13,15,24,6,7,25,10,15,26,12,8,27,13,11,28,4,1,29,1,9,30,9,8,31,13,18,32,14,5,33,3,16,34,7,14,35,9,3,36,4,13,37,19,11,38,3,4,39,1,20,40,6,10,41,9,7,42,11,7,43,14,19,44,18,19,45,11,13,46,4,18,47,13,16,48,9,0,49,3,4,50,13,8,51,10,9,52,11,4,53,4,6,54,3,0,55,14,9,56,20,5,57,19,4,58,6,7,59,13,2,60,2,20,61,16,19,62,17,15,63,7,2,64,17,0,65,12,10,66,4,17,67,7,5,68,10,18,69,6,17,70,2,18,71,20,5,72,8,12,73,16,12,74,5,11,75,16,14,76,11,2,77,5,19,78,11,12,79,12,7,80,3,6,81,1,1,82,12,2,83,14,8,84,9,4,85,5,14,86,4,2,87,9,10,88,5,13,89,14,20,90,10,8,91,20,15,92,5,12,93,2,7,94,17,20,95,16,4,96,11,19,97,1,10,98,5,10,99,15,19,
0,8,5,1,3,9,2,5,5,3,10,5,4,14,5,5,12,15,6,19,13,7,13,16,8,2,5,9,1,13,10,1,19,11,15,0,12,15,4,13,16,0,14,8,11,15,3,15,16,6,4,17,12,2,18,7,6,19,11,19,20,20,18,21,20,5,22,20,6,23,14,18,24,11,13,25,15,7,26,18,13,27,3,0,28,6,6,29,2,18,30,9,9,31,19,20,32,18,12,33,4,20,34,3,19,35,14,8,36,3,0,37,7,3,38,13,19,39,19,4,40,15,17,41,18,3,42,16,10,43,11,3,44,19,12,45,9,13,46,17,13,47,19,12,48,14,11,49,16,16,50,13,16,51,3,10,52,3,7,53,18,4,54,8,7,55,13,14,56,14,3,57,16,18,58,4,20,59,5,12,60,10,8,61,15,18,62,4,9,63,6,16,64,13,16,65,1,18,66,11,7,67,4,13,68,17,10,69,8,1,70,14,20,71,1,13,72,7,11,73,17,2,74,3,14,75,14,13,76,18,15,77,20,6,78,3,10,79,15,6,80,19,13,81,17,8,82,14,2,83,15,7,84,17,17,85,14,15,86,13,11,87,17,19,88,6,13,89,6,10,90,7,6,91,13,12,92,1,20,93,20,19,94,10,0,95,10,18,96,11,0,97,10,6,98,10,12,99,12,15,
0,2,9,1,7,5,2,3,17,3,8,17,4,7,17,5,14,14,6,2,2,7,9,17,8,12,4,9,15,7,10,18,3,11,13,9,12,1,19,13,14,6,14,19,2,15,18,0,16,5,17,17,11,7,18,4,6,19,4,17,20,1,13,21,5,4,22,2,17,23,2,20,24,9,15,25,8,12,26,11,13,27,13,15,28,10,5,29,7,6,30,14,2,31,20,15,32,11,10,33,4,7,34,11,9,35,20,2,36,20,20,37,11,10,38,9,10,39,18,9,40,14,4,41,17,11,42,13,1,43,16,5,44,8,2,45,7,1,46,2,7,47,9,7,48,19,8,49,3,5,50,8,13,51,14,15,52,7,7,53,16,3,54,3,2,55,12,6,56,10,7,57,17,12,58,17,4,59,11,4,60,19,19,61,15,12,62,16,19,63,7,3,64,1,12,65,16,14,66,11,20,67,8,15,68,20,8,69,4,1,70,7,11,71,17,1,72,15,15,73,18,1,74,18,6,75,12,11,76,9,0,77,17,16,78,19,7,79,3,9,80,12,20,81,8,20,82,5,9,83,15,4,84,11,20,85,3,11,86,1,15,87,11,9,88,6,14,89,9,5,90,15,17,91,9,14,92,12,0,93,5,1,94,13,6,95,1,3,96,17,6,97,4,11,98,6,12,99,10,8,
0,6,4,1,19,9,2,7,3,3,17,15,4,1,4,5,13,19,6,1,12,7,8,11,8,13,6,9,16,20,10,13,4,11,20,14,12,11,8,13,6,7,14,3,3,15,4,1,16,16,9,17,11,18,18,5,14,19,7,8,20,17,19,21,3,1,22,12,11,23,16,14,24,8,14,25,15,8,26,19,6,27,2,18,28,15,5,29,2,6,30,11,17,31,16,18,32,3,20,33,2,4,34,12,8,35,4,20,36,16,1,37,16,17,38,12,11,39,1,1,40,9,14,41,17,19,42,17,20,43,4,3,44,5,1,45,12,1,46,13,2,47,13,3,48,4,18,49,12,12,50,4,8,51,14,5,52,7,19,53,11,14,54,4,2,55,5,7,56,7,17,57,10,2,58,19,0,59,2,6,60,15,15,61,16,19,62,6,14,63,14,10,64,16,8,65,9,10,66,18,1,67,2,20,68,6,9,69,2,5,70,14,11,71,12,3,72,1,19,73,4,5,74,10,9,75,17,17,76,4,3,77,20,9,78,16,5,79,7,19,80,6,19,81,8,17,82,10,19,83,8,13,84,19,5,85,6,13,86,13,14,87,16,20,88,11,7,89,19,8,90,6,5,91,7,14,92,17,15,93,15,4,94,19,5,95,10,6,96,17,1,97,10,6,98,3,4,99,3,7,
0,1,2,1,17,3,2,5,13,3,5,5,4,6,5,5,14,2,6,12,9,7,2,6,8,6,11,9,4,19,10,2,0,11,1,0,12,17,5,13,10,0,14,8,12,15,11,17,16,9,12,17,13,13,18,12,5,19,7,15,20,14,10,21,12,1,22,15,7,23,19,11,24,15,14,25,4,5,26,14,3,27,2,4,28,4,19,29,2,1,30,14,11,31,18,6,32,6,14,33,1,20,34,10,18,35,6,11,36,19,12,37,4,7,38,5,8,39,8,3,40,18,19,41,14,7,42,6,13,43,4,2,44,4,11,45,19,18,46,3,3,47,9,12,48,12,19,49,9,1,50,15,10,51,10,19,52,14,0,53,9,3,54,9,1,55,19,8,56,11,20,57,14,6,58,7,10,59,3,5,60,12,12,61,18,10,62,4,17,63,15,4,64,7,12,65,18,3,66,18,18,67,3,8,68,11,14,69,4,7,70,19,7,71,6,20,72,19,17,73,12,10,74,6,12,75,8,11,76,16,20,77,19,15,78,8,8,79,7,2,80,12,8,81,14,2,82,14,17,83,17,13,84,20,1,85,6,15,86,16,17,87,20,17,88,15,12,89,11,2,90,4,11,91,5,11,92,18,12,93,16,2,94,11,14,95,12,14,96,9,19,97,20,15,98,2,10,99,13,8,
0,18,0,1,7,14,2,20,9,3,1,20,4,6,13,5,4,17,6,6,5,7,9,2,8,10,9,9,13,20,10,20,17,11,14,12,12,4,6,13,11,15,14,9,12,15,7,3,16,4,10,17,20,11,18,9,18,19,17,10,20,9,11,21,17,12,22,10,2,23,9,9,24,15,7,25,15,17,26,1,11,27,11,10,28,5,8,29,5,13,30,7,3,31,4,9,32,2,2,33,18,17,34,16,5,35,7,10,36,6,16,37,12,7,38,12,11,39,16,5,40,13,10,41,2,13,42,5,20,43,11,8,44,5,0,45,8,17,46,5,5,47,5,6,48,20,5,49,11,14,50,2,1,51,20,15,52,11,20,53,3,10,54,14,7,55,12,9,56,19,1,57,8,18,58,12,13,59,9,9,60,14,14,61,19,0,62,9,8,63,9,8,64,9,8,65,17,14,66,14,16,67,7,6,68,4,13,69,9,16,70,2,2,71,18,12,72,16,2,73,1,15,74,8,18,75,3,6,76,6,16,77,14,16,78,18,2,79,4,9,80,10,7,81,17,13,82,18,2,83,18,18,84,10,16,85,17,16,86,9,17,87,20,11,88,4,15,89,17,11,90,20,0,91,2,1,92,9,19,93,9,10,94,5,8,95,17,7,96,11,9,97,4,10,98,7,1,99,17,20,
0,2,0,1,7,12,2,7,4,3,1,15,4,12,13,5,17,11,6,11,3,7,6,2,8,5,7,9,10,12,10,18,6,11,7,20,12,10,14,13,3,17,14,6,16,15,14,0,16,13,17,17,2,19,18,16,10,19,6,10,20,3,19,21,8,18,22,6,17,23,16,14,24,16,7,25,10,18,26,16,19,27,7,20,28,5,17,29,6,12,30,13,8,31,20,7,32,8,17,33,7,9,34,13,8,35,20,1,36,15,9,37,7,18,38,14,12,39,12,13,40,12,9,41,7,0,42,12,6,43,9,16,44,16,4,45,19,17,46,16,2,47,20,18,48,12,18,49,19,4,50,17,16,51,8,14,52,15,18,53,1,19,54,17,19,55,7,19,56,9,18,57,3,15,58,3,0,59,16,2,60,8,3,61,6,0,62,7,20,63,9,13,64,6,11,65,10,2,66,6,18,67,15,12,68,16,18,69,12,18,70,11,16,71,9,8,72,19,3,73,19,3,74,10,15,75,11,17,76,18,4,77,16,13,78,16,10,79,4,9,80,4,20,81,19,17,82,15,6,83,15,8,84,6,1,85,7,11,86,4,16,87,6,3,88,16,12,89,17,2,90,2,2,91,18,10,92,11,18,93,4,5,94,17,17,95,12,0,96,13,18,97,5,3,98,20,15,99,9,12,
0,4,3,1,4,19,2,1,15,3,4,1,4,16,1,5,17,13,6,17,9,7,6,2,8,1,17,9,8,2,10,1,6,11,15,6,12,1,14,13,18,5,14,20,1,15,12,17,16,9,12,17,3,5,18,9,1,19,18,11,20,6,13,21,8,3,22,15,14,23,9,16,24,7,15,25,3,17,26,9,19,27,20,2,28,18,16,29,13,5,30,18,9,31,3,0,32,2,18,33,10,8,34,17,15,35,8,13,36,13,12,37,6,15,38,7,12,39,6,2,40,9,9,41,16,4,42,3,12,43,7,9,44,17,16,45,17,14,46,1,17,47,7,0,48,4,3,49,13,6,50,8,12,51,2,12,52,6,8,53,17,2,54,6,1,55,11,11,56,11,3,57,18,5,58,2,10,59,19,15,60,17,5,61,16,18,62,11,1,63,3,4,64,8,17,65,8,3,66,5,13,67,12,11,68,12,15,69,10,1,70,6,17,71,13,5,72,15,2,73,20,20,74,11,6,75,11,2,76,8,19,77,12,8,78,12,8,79,19,15,80,9,17,81,20,3,82,10,3,83,19,12,84,12,15,85,1,10,86,9,12,87,10,17,88,13,10,89,16,7,90,3,16,91,18,16,92,4,9,93,11,20,94,5,6,95,20,12,96,15,14,97,17,12,98,15,10,99,19,17,
